[06-Jan-2015 21:25:41 Europe/London] PHP Fatal error:  Call to a member function getTitle() on null in /websites/lnlsymfony/src/lnl/lnlBundle/Entity/ItemRelationships.php on line 90
[06-Jan-2015 21:27:19 Europe/London] PHP Fatal error:  Call to a member function __toString() on null in /websites/lnlsymfony/src/lnl/lnlBundle/Entity/ItemRelationships.php on line 90
[06-Jan-2015 21:28:50 Europe/London] PHP Fatal error:  Call to a member function getTitle() on null in /websites/lnlsymfony/src/lnl/lnlBundle/Entity/ItemRelationships.php on line 92
[06-Jan-2015 21:41:29 Europe/London] PHP Parse error:  syntax error, unexpected ''label'' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in /websites/lnlsymfony/src/lnl/lnlBundle/Admin/ItemAdmin.php on line 26
[06-Jan-2015 22:45:33 Europe/London] PHP Parse error:  syntax error, unexpected ')' in /websites/lnlsymfony/src/lnl/lnlBundle/Admin/ItemAdmin.php on line 29
[07-Jan-2015 00:33:13 Europe/London] PHP Fatal error:  Class 'Application\Sonata\UserBundle\ApplicationSonataAdminBundle' not found in /websites/lnlsymfony/app/AppKernel.php on line 27
[07-Jan-2015 00:33:51 Europe/London] PHP Fatal error:  Class 'Application\Sonata\UserBundle\ApplicationSonataAdminBundle' not found in /websites/lnlsymfony/app/AppKernel.php on line 27
[07-Jan-2015 00:33:53 Europe/London] PHP Fatal error:  Class 'Application\Sonata\UserBundle\ApplicationSonataAdminBundle' not found in /websites/lnlsymfony/app/AppKernel.php on line 27
[07-Jan-2015 00:34:49 Europe/London] PHP Fatal error:  Class 'Application\Sonata\UserBundle\ApplicationSonataAdminBundle' not found in /websites/lnlsymfony/app/AppKernel.php on line 26
[07-Jan-2015 00:39:49 Europe/London] PHP Fatal error:  Class 'Sonata\DoctrineORMAdminBundle\SonataDsoctrineORMAdminBundle' not found in /websites/lnlsymfony/app/AppKernel.php on line 28
[07-Jan-2015 21:31:15 Europe/London] PHP Fatal error:  Call to undefined method Knp\Menu\MenuItem::setCurrentUri() in /websites/lnlsymfony/vendor/sonata-project/user-bundle/Block/ProfileMenuBlockService.php on line 91
